time	log_f_wind	f_lakemaxvol	log_gw_delay_f	f_direct_gw	log_kf_bedrock_f	log_riverdepth_f	kfcorr_a	intcf	log_ksat_factor	n_f	cfr	stomr_f	rootd_f	albedo_f	uhg_f	objective_function	worker
2018-02-16 14:11:28	2.22898046116486	0.531337721946849	-0.258142509791777	0.215319711806452	-1.95506053669234	-1.77338834730156	84.1347518518368	1.54680980876437	-4.38851404434494	0.784168224679888	0.0273421412421158	1.31634552103683	1.88207074993365	1.11755290760858	0.541242004941783	1.42734745463425	10
2018-02-16 14:11:29	-1.90441178696591	0.69561941435677	-1.70722757488949	0.896088296331332	0.102207356050422	-0.0584743561875634	74.9526036994731	1.81926078632782	3.93977438040716	1.20085614220963	-0.180537798710118	0.683583405201456	1.39084001020404	1.32705816820796	1.16859258611138	-0.186890733148868	25
2018-02-16 14:11:27	2.02053843151224	0.568337940033026	-2.26650005970639	0.790754281175655	1.76756273249737	-1.51294069214479	35.6312896312115	1.52328538367042	0.658596946228817	1.16498253161262	0.0988374788617615	0.99458269527947	1.51735287896216	0.893896057330338	0.789792229425594	-0.391878316385116	9
2018-02-16 14:11:27	1.67850532791593	1.1365261941932	0.203128703243685	0.429364701807832	4.17251992355009	0.378288744378211	27.0151707568272	0.850247657401321	3.96903073416929	1.0222230298719	0.129906625871497	0.809086256531633	1.94385410287318	1.39677720883462	1.06964907529099	-0.0702360137806041	8
2018-02-16 14:11:28	-0.862172223978606	1.31357317246979	-1.87098021898491	0.0588431844995024	1.35618108512572	-0.457666922573718	97.3151780827071	1.47316568684972	-0.56106487573298	0.765931662924621	0.241326547406581	1.38439054849109	1.41688720985673	1.22671276136368	0.666813263557352	0.294712616845219	20
2018-02-16 14:11:29	-1.86936125519052	0.933386163661323	-0.416562977573872	0.196208525212049	-2.883117490585	0.231034320882084	90.6638259230281	1.24836086344855	2.68698033343806	0.896110469997179	0.171802835017193	1.21059531610393	1.26736890221946	1.04202927328713	1.25468217457611	-0.36250006364669	26
2018-02-16 14:11:29	-0.608613761225758	1.44716386730267	1.25259238733097	0.524763891232267	-3.49328013869036	-1.27001720269978	9.11661762511358	0.40357478368886	4.53647314440233	0.953772980148122	0.118787436962261	1.0417864041353	1.70999903718517	0.699012571972396	1.30162679269727	0.0321436726524498	29
2018-02-16 14:11:28	-1.19345458286848	0.697079318130688	-1.44629266987327	0.051762671421914	0.256810204365743	-0.513187941318967	69.6328618127154	1.67891943434162	-1.06177891746941	0.836101172672768	-0.124624606438114	1.42607523348332	1.818023112272	1.33107073029304	1.27436305570466	-0.255833437977599	23
2018-02-16 14:11:29	-0.488175311922212	1.36729592108583	-0.775958135070952	0.976206811660502	1.00661675662732	-1.33654454312154	64.921554582127	0.215931091817661	0.944529236162621	1.0821246895066	0.0386901522433618	1.12577291523589	1.09909777348054	1.13064321669351	1.42056273335973	0.0361794125827983	30
2018-02-16 14:11:28	-1.70489811691712	0.65134988842848	-2.18001028883407	0.420066216819188	-3.90721157543498	-1.01165908624117	66.4118839041164	0.686438933935382	2.48871628686834	1.24671058602274	-0.125803645664876	0.64112294772141	0.500808820458977	1.15471237720922	1.08960351490948	-0.343860592629078	22
2018-02-16 14:11:29	-1.58571088700344	0.794453133562846	0.381987122612114	0.205936986499832	-3.07199643726888	-0.22106098865397	15.6799463247548	0.571837783613176	1.528948940199	1.09341568601667	-0.0571204363555548	1.08310266631971	1.76214812114319	0.712320243923127	0.845389692782192	-0.520325514642729	31
2018-02-16 14:11:28	0.992795155904219	1.3483882731941	0.625904645096246	0.827820460536584	0.766378982160214	0.100847397102842	55.1193758167626	1.9752574799757	2.93434881292535	1.18341877133103	0.0202967131335754	0.833265251180689	1.22271817552142	1.3556301753968	0.810490214993479	-0.384256078857964	18
